Lw = 0, Lcosine = 1.0	0.5185848492715153	0.2789862191426324	0.24606735179793782	0.4295211982474298
Lw = 0.1, Lcosine = 0.9	0.7217405239792622	0.41395697507864515	0.37332426745671266	0.5937119963757509
Lw = 0.2, Lcosine = 0.8	0.7453369771767631	0.4171836480742113	0.38095799608604947	0.6110498043433391
Lw = 0.3, Lcosine = 0.7	0.743149558501594	0.4372713808059133	0.3737063741771411	0.6328290852479793
Lw = 0.4, Lcosine = 0.6	0.746296555245633	0.44079038538168963	0.39613497414193427	0.6262611785876976
Lw = 0.5, Lcosine = 0.5	0.7337678703489345	0.43752418864023995	0.3803159642829412	0.6466552932546837
Lw = 0.6, Lcosine = 0.4	0.7356416891630331	0.44059967394193755	0.3888964046357339	0.6347589615939844
Lw = 0.7, Lcosine = 0.3	0.7336030853942596	0.42465821528226233	0.38074859313288	0.6286824396339791
Lw = 0.8, Lcosine = 0.2	0.7395123839692512	0.4255108675023663	0.3765950005593011	0.6297341880547027
Lw = 0.9, Lcosine = 0.1	0.7365266293716478	0.4227089868863406	0.38803082761283475	0.6240752020664269
Lw = 1.0, Lcosine = 0	0.7240960281582322	0.401566728268387	0.3584612953792992	0.5749790399746598
Lw = 1.0, Lcosine = 1.5	0.7297856009364477	0.4195691866585975	0.384388298969485	0.6017747829909007
Lw = 1.0, Lcosine = 1	0.7396920466565102	0.4351802449872752	0.37671794456810176	0.6391918047771658
Lw = 1.5, Lcosine = 1	0.7518071292313376	0.4256201736126674	0.3936744706665699	0.604960935324014
