Lw = 0, Lcosine = 1.0	0.5177139432619856	0.2643081510310093	0.24043089428795725	0.41525039139909614
Lw = 0.1, Lcosine = 0.9	0.7250403619325255	0.41323807438578797	0.37081662246304214	0.6260518363763746
Lw = 0.2, Lcosine = 0.8	0.7353058034790927	0.4210472560559387	0.38066679112509044	0.6217675471407113
Lw = 0.3, Lcosine = 0.7	0.7375153059919597	0.4288936874275612	0.38654229234178494	0.6168325549633291
Lw = 0.4, Lcosine = 0.6	0.7339959800117866	0.4223421956652886	0.41319623435681874	0.6180087448525188
Lw = 0.5, Lcosine = 0.5	0.7413061454032349	0.43549129498750017	0.3897390937569317	0.6278698164521099
Lw = 0.6, Lcosine = 0.4	0.7285353997457218	0.4254166419858694	0.3814158874394361	0.6402580488041248
Lw = 0.7, Lcosine = 0.3	0.7385297751242174	0.41006171971150635	0.401977700073527	0.6207384583292487
Lw = 0.8, Lcosine = 0.2	0.7329791427307519	0.42812899794116077	0.3836318993658731	0.6181664614638293
Lw = 0.9, Lcosine = 0.1	0.7322789231746089	0.4090886349689501	0.3713635817728777	0.6058159967481446
Lw = 1.0, Lcosine = 0	0.7170270744519548	0.39152000104852963	0.3493580037633966	0.602092731179733
Lw = 1.0, Lcosine = 1.5	0.7418273929671804	0.42291302622118315	0.3981932854619096	0.6352982678168512
Lw = 1.0, Lcosine = 1	0.746400664193438	0.4404909556061927	0.3784396098750114	0.6471853403630264
Lw = 1.5, Lcosine = 1	0.7445012047010161	0.4180858202813099	0.3943922933635079	0.6503027220384758
