Lw = 0, Lcosine = 1.0	0.5218857755917957	0.2628384166437271	0.23697523690689343	0.4349511842514747
Lw = 0.1, Lcosine = 0.9	0.7207499688769656	0.4140004316456456	0.38061020604662954	0.6084245133086236
Lw = 0.2, Lcosine = 0.8	0.7366920802463618	0.42978087060166953	0.39657266319332307	0.6183167070199111
Lw = 0.3, Lcosine = 0.7	0.7406433754447836	0.43964627191409655	0.38951083010839477	0.6475921390369853
Lw = 0.4, Lcosine = 0.6	0.7341676394691687	0.42095429201318907	0.40700235936777507	0.6050740538319793
Lw = 0.5, Lcosine = 0.5	0.7361646811981186	0.42183499214049675	0.3862487144808131	0.6137683262282416
Lw = 0.6, Lcosine = 0.4	0.7273750399774229	0.43653647467920736	0.3837839485357943	0.6313327964306724
Lw = 0.7, Lcosine = 0.3	0.7306140041724684	0.42310074016386406	0.36624935652482504	0.6301863574694052
Lw = 0.8, Lcosine = 0.2	0.7380124505102985	0.4459715746383182	0.3675171655695691	0.6096661444039085
Lw = 0.9, Lcosine = 0.1	0.7350920220519926	0.4233527525495305	0.38030678446996075	0.6108057964441608
Lw = 1.0, Lcosine = 0	0.7132807986652456	0.3961731610710875	0.3627830455048839	0.5748445077581285
Lw = 1.0, Lcosine = 1.5	0.7246758831110329	0.41669424232048075	0.39923302871795674	0.6165360197270656
Lw = 1.0, Lcosine = 1	0.7422396356966674	0.4377292007956225	0.3850407075374111	0.631192919250937
Lw = 1.5, Lcosine = 1	0.7323480635775329	0.431053980801286	0.391613618279034	0.6383016270946996
