16	512	0.7304568302473202	0.42816603436427614	0.3844538204217381	0.6009522859017948
16	256	0.6927476230492482	0.3687180474105436	0.35305492773860353	0.5690376555471548
16	128	0.5031569681187078	0.26618176805527344	0.2299319601570766	0.43089329735944265
16	64	0.3617548869402427	0.20670444674432478	0.1428597620937628	0.17112637001763872
8	512	0.7403137484448412	0.4345257140259171	0.3857310816141496	0.6188529972370553
8	256	0.6909641543928836	0.40435660599951984	0.356737984437976	0.5647100475543037
8	128	0.5907859543409387	0.30461081650667315	0.3090637110823275	0.4486920088947504
8	64	0.369021278142641	0.20366697930017919	0.13926626347389595	0.28648977652212937
4	512	0.7383685581334314	0.4328451382493991	0.3791769159195938	0.6516474645289199
4	256	0.7020435751215056	0.39780735118854055	0.3817630038622074	0.6076379965765617
4	128	0.606064786838018	0.3183123999299443	0.28687271447415175	0.454159378209896
4	64	0.44779545326240805	0.27638850754928057	0.1991024307696093	0.41791760719196686
2	512	0.7454192030541478	0.42828525249969523	0.39529858308086047	0.6490374456546614
2	256	0.7115311786131135	0.41456367576928155	0.33672794589266375	0.6265192614121334
2	128	0.63085985499728	0.3358399069093568	0.35968590331440936	0.5492756088922635
2	64	0.4986776096291193	0.26892830654221306	0.23317105281790196	0.4479231922004847
1	512	0.7463674784330879	0.43466379216052425	0.3959022962860288	0.6436107025752926
1	256	0.7135755817823062	0.40314108033542945	0.3624786313877929	0.6240334236410657
1	128	0.6202743017150006	0.3509927870262167	0.3500939286098482	0.5640460994013026
1	64	0.555459794517522	0.3029430649371982	0.24229584097523413	0.40215705600065665
