640	1	0.7545163795507173	0.4483808682433856	0.39620985227328415	0.6525040884080483
640	4	0.7403665459013363	0.44351961620034025	0.3941411720496885	0.6517260848859692
640	8	0.7474002665358269	0.4315818480910019	0.3821308868050815	0.6542011732449384
640	16	0.739992356775683	0.4286572454509904	0.39051701750939755	0.6524722579417039
640	32	0.7297751728293048	0.4243858045622373	0.38822811307943983	0.6245197315795966
640	64	0.7182147500942054	0.4022009517342228	0.3592560811166538	0.6071759367684143
640	128	0.687214083682384	0.3674375048387482	0.3417021665641336	0.5254877763658015
512	1	0.7496503943135137	0.4462238500047682	0.40205839753107225	0.6645050802482334
512	4	0.7402844443606574	0.4333737808914823	0.3975028815909011	0.6127278414467148
512	8	0.7399516878716379	0.44246556588580027	0.3899204854340021	0.6180776497095686
512	16	0.742357083232965	0.4248132152379353	0.39121185482000254	0.6267467133515724
512	32	0.7197463266279984	0.4121135308671304	0.36904604277997355	0.6284860833332457
512	64	0.7037734205218926	0.37212659370342394	0.33585241066242527	0.5657295949228499
512	128	0.679040327588204	0.36899365829901576	0.3538851196658531	0.552566431177314
256	1	0.7168313156834548	0.41762946935991896	0.3811870717888948	0.6353570017813219
256	4	0.7116766512415259	0.40473168665960074	0.37355594245497736	0.610256662742161
256	8	0.7014821190079322	0.3829008105320502	0.3464573247604425	0.600277427185019
256	16	0.6708461600616134	0.36245799007867224	0.35418967748729374	0.570966666587849
256	32	0.6505881370664145	0.36345382524225556	0.3264644122552533	0.5130704537860632
256	64	0.6556268541306195	0.3813155214336565	0.3125035664270682	0.548065351159291
64	1	0.5298555825500876	0.2783723958018943	0.3069809169849248	0.4618200071324921
64	4	0.4823316027099638	0.25682087238090473	0.19491025586498692	0.3947982840011304
64	8	0.36272015346084896	0.22402203786311126	0.11693606357044453	0.31652481634524143
64	16	0.23137099879983933	0.1850193486566709	0.04680122136288899	0.18048510224112296
